address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE
212 OCONNOR DR,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.694127133900004,-79.3471341642
212 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6506175169,-79.3893345104
2120 QUEEN ST E,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16666666666666666,2,0.08333333333333333,0,43.6713643252,-79.2947667188
2121 JANE ST,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7193551623,-79.5079514343
2121 KINGSTON RD,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.700665066599996,-79.2541130366
2121 ST CLAIR AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.671633106499996,-79.4698267725
2122 BLOOR ST W,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6523435146,-79.4724126741
2122 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6715707556,-79.29405708899999
2125 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.652508498,-79.4496126884
2125 LAKE SHORE BLVD W,0,2,2,3,3,3,3,2,0,1,0,0,0,3,0.5,3,0.16666666666666666,1,43.627001278,-79.478820902
2125 LAWRENCE AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.698593513999995,-79.518104712
2125 SHEPPARD AVE E,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.774905861499995,-79.33291020520001
2126 QUEEN ST E,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6715515128,-79.2938886046
2128 BLOOR ST W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6522372984,-79.4724185791
213 AUGUSTA AVE,1,1,1,1,2,1,1,0,0,0,3,1,0,4,0.6666666666666666,2,0.3333333333333333,0,43.654152,-79.40174
213 CHURCH ST,0,1,0,1,1,1,1,1,1,1,0,2,0,5,0.8333333333333334,1,0.8333333333333334,0,43.7085556202,-79.50787931229999
213 DANFORTH AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.676511940299996,-79.3557498969
213 OAK PARK AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6938842396,-79.3100850088
213 WELLESLEY ST E,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.667246883500006,-79.3732610516
2130 LAWRENCE AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.74753914,-79.2873435609
2131 LAWRENCE AVE E,4,4,5,4,5,2,2,0,1,1,1,3,2,8,1.3333333333333333,5,0.26666666666666666,1,43.7461274292,-79.2883067698
2133 JANE ST,2,3,3,3,3,3,3,1,0,0,0,0,0,1,0.16666666666666666,3,0.05555555555555555,1,43.7197443134,-79.5077445597
2134 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.686261262100004,-79.3114983042
2136 KIPLING AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7187548837,-79.5706176415
2137 JANE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.720123946899996,-79.5079316061
2139 LAWRENCE AVE E,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.746474139499995,-79.2865879127
214 ADELAIDE ST W,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.648567,-79.38757
214 AUGUSTA AVE,2,3,2,3,3,1,4,1,1,1,4,2,3,12,2.0,4,0.5,1,43.654778,-79.40211500000001
214 COLLEGE ST,0,1,2,2,2,2,1,1,1,0,0,0,1,3,0.5,2,0.25,0,43.65894,-79.39675
214 KING ST W,4,5,5,5,5,3,3,1,0,0,0,4,0,5,0.8333333333333334,5,0.16666666666666669,1,43.64758390220001,-79.38688708640001
214 LAIRD DR,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7114860153,-79.364146553
214 NORTH QUEEN ST,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6174,-79.55748
214 OSSINGTON AVE,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6489924554,-79.420927889
214 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6505146641,-79.3893786428
214 WRIGHT AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7007869329,-79.5044315481
2140 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6522146112,-79.4726345045
2140 KIPLING AVE,4,5,5,5,4,5,4,1,0,2,1,1,1,6,1.0,5,0.2,1,43.71903373560001,-79.57086158979999
2140 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.3333333333333333,1,0.3333333333333333,0,43.703603503400004,-79.39799885149999
2141 ELLESMERE RD,0,1,1,1,1,1,1,1,2,0,2,0,0,5,0.8333333333333334,1,0.8333333333333334,0,43.776388581999996,-79.230700364
2141 KIPLING AVE,1,2,3,3,3,3,2,1,1,0,0,0,3,5,0.8333333333333334,3,0.2777777777777778,1,43.7196884322,-79.56962475579999
2142 QUEEN ST E,0,1,1,1,0,0,0,1,2,2,1,0,0,6,1.0,1,1.0,0,43.67167107229999,-79.2934025246
2143 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6858620369,-79.3111983731
2144 YONGE ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7036639055,-79.3979167883
2145 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.652710417399994,-79.44995416100001
2145 WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.702960521,-79.524543011
2146 DANFORTH AVE,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6862732654,-79.3111843608
2146 KIPLING AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.71947884340001,-79.571389517
2148 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6717603776,-79.2929523591
215 CARLINGVIEW DR,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.6834672034,-79.5924566252
215 FORT YORK BLVD,0,0,1,2,2,2,2,0,1,1,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.636608001300004,-79.404867313
215 HARBORD ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.661552,-79.40958
215 KING ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6508868872,-79.3691756356
215 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.646941775,-79.387564025
215 LESLIE ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.66690909729999,-79.3315339997
215 MADISON AVE,1,1,1,1,1,0,0,0,0,0,2,1,0,3,0.5,1,0.5,0,43.67505567439999,-79.4056143124
215 MORRISH RD,0,0,1,0,0,0,1,0,1,1,0,0,1,3,0.5,1,0.5,0,43.7839094934,-79.1705920512
215 ROYAL YORK RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6119431184,-79.4962471887
215 RYDING AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.668615079700004,-79.4775330091
215 SPADINA AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6507311876,-79.39661511140001
2150 BLOOR ST W,1,2,1,1,1,1,2,1,1,0,0,0,1,3,0.5,2,0.25,0,43.6520077761,-79.47341380569999
2150 LAKE SHORE BLVD W,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.625552219,-79.480229088
2150 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7037153881,-79.3980156751
2151 ST CLAIR AVE W,2,3,2,2,2,3,3,1,1,0,0,1,0,3,0.5,3,0.16666666666666666,1,43.6708981688,-79.4731033381
2151 STEELES AVE W,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7858064442,-79.47531758859999
2151 WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.703042593999996,-79.52469140699999
2152 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6863493489,-79.31087831159999
2153 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.703076403999994,-79.524758952
2155 MCNICOLL AVE,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.8132249406,-79.2955302315
2155 ST CLAIR AVE W,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16666666666666666,2,0.08333333333333333,0,43.669651148,-79.47317365
2155 WESTON RD,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.702963904700006,-79.5246036204
2157 LAWRENCE AVE E,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7471911087,-79.2843258911
216 CHAMBERS AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6821780514,-79.46560521810001
216 CLOSE AVE,1,2,1,1,1,1,1,1,3,0,0,0,0,4,0.6666666666666666,2,0.3333333333333333,0,43.640401956999995,-79.435992016
216 QUEEN ST E,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.654739147600004,-79.3693491787
216 VAUGHAN RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.687496158,-79.42391971
216 YONGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.653298176499995,-79.3799832887
2160 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.672034286000006,-79.291371082
2162 DANFORTH AVE,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6863793054,-79.3106612215
2165 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6860328955,-79.31043836949999
2167 VICTORIA PARK AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7589316816,-79.3153290978
2169 LAWRENCE AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7472400975,-79.28408320369999
2169 VICTORIA PARK AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.758897,-79.31501490000002
217 BATHURST ST,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.648687697700005,-79.4043102207
217 GEARY AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.669417654499995,-79.4385704022
217 OSSINGTON AVE,1,1,1,1,1,1,1,0,0,2,2,0,0,4,0.6666666666666666,1,0.6666666666666666,0,43.648815,-79.42049399999999
217 PARLIAMENT ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6567525579,-79.3647225967
2171 STEELES AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7856602567,-79.47594201310001
2173 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7472400975,-79.28408320369999
2173 VICTORIA PARK AVE,1,2,1,1,1,1,1,1,1,0,0,2,0,4,0.6666666666666666,2,0.3333333333333333,0,43.7589316816,-79.3153290978
2175 SHEPPARD AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7742144232,-79.330931766
2177 LAWRENCE AVE E,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.7472400975,-79.28408320369999
2177 YONGE ST,0,0,1,1,1,0,1,0,1,0,0,1,1,3,0.5,1,0.5,0,43.705197768999994,-79.397701137
2178 EGLINTON AVE W,0,1,1,1,1,0,0,1,2,0,0,1,0,4,0.6666666666666666,1,0.6666666666666666,0,43.693532696400005,-79.4611685783
2179 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.74730554560001,-79.2838290831
2179 QUEEN ST E,0,1,1,1,0,1,0,1,0,0,1,1,1,4,0.6666666666666666,1,0.6666666666666666,0,43.670380666499995,-79.2974408394
218 ADELAIDE ST W,2,2,2,3,2,1,1,0,0,1,1,1,0,3,0.5,3,0.16666666666666666,1,43.648600227799996,-79.3878175106
218 AUGUSTA AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.654788258,-79.402400705
218 CANARCTIC DR,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7761993798,-79.49040676109999
218 GEARY AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.6698506637,-79.43852092600001
218 NORTH QUEEN ST,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.616900826000006,-79.557676191
218 OSSINGTON AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.649113,-79.420784
218 QUEENS QUAY  W,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0.3333333333333333,1,0.3333333333333333,0,43.63971,-79.3825
218 VAUGHAN RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.687516567299994,-79.4240329459
218 YONGE ST,2,4,4,4,5,4,5,2,2,0,1,3,1,9,1.5,5,0.3,1,43.6534025113,-79.38001853850001
2180 EGLINTON AVE W,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.69348106899999,-79.4612025025
2180 ISLINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7061091396,-79.5518011668
2180 YONGE ST,1,3,2,2,1,1,1,2,1,0,1,0,0,4,0.6666666666666666,3,0.2222222222222222,1,43.7046470596,-79.3982503828
2181 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.6512632949,-79.4746368621
2181 LAWRENCE AVE E,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.747319032700005,-79.2836964125
2183 DANFORTH AVE,0,0,1,1,1,1,1,0,1,2,0,0,0,3,0.5,1,0.5,0,43.686142032700005,-79.3099870529
2183 QUEEN ST E,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6704190532,-79.2972647782
2183 WESTON RD,1,1,0,1,1,1,0,0,1,1,2,0,1,5,0.8333333333333334,1,0.8333333333333334,0,43.703125,-79.525665
2184 BLOOR ST W,1,5,2,3,3,3,2,4,3,1,0,0,1,9,1.5,5,0.3,1,43.651718815900004,-79.47456492170002
2185 GERRARD ST E,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0.3333333333333333,2,0.16666666666666666,0,43.6833987219,-79.30108538430001
2186 EGLINTON AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.69344117510001,-79.4613818489
2187 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6511083309,-79.4747805108
2187 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.705541366000006,-79.39783512
2188 EGLINTON AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6934639855,-79.4614656342
2188 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6722336836,-79.2904189707
2189 DUFFERIN ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6903272041,-79.4477146764
2189 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.623285345,-79.480620945
2189 WESTON RD,0,1,1,1,0,0,1,1,0,0,1,0,1,3,0.5,1,0.5,0,43.703616427,-79.525996384
219 AUGUSTA AVE,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.654267536800006,-79.40160855479999
219 BROADVIEW AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6617885842,-79.3507269774
219 DAVENPORT RD,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6746622803,-79.3952765767
219 DUFFERIN ST,1,2,1,1,1,2,2,1,1,0,0,1,0,3,0.5,2,0.25,0,43.63693,-79.42654
219 FORT YORK BLVD,0,0,0,1,1,1,1,0,0,1,2,0,0,3,0.5,1,0.5,0,43.6370159176,-79.4055772279
219 KING ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6509016991,-79.3690563613
219 OSSINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.648884,-79.42048
219 PARLIAMENT ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6568128682,-79.3647471464
219 REXLEIGH DR,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.3333333333333333,1,0.3333333333333333,0,43.706354584399996,-79.3068582791
219 RONCESVALLES AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.645798,-79.448715
219 WILMINGTON AVE,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7631844532,-79.4566200852
2190 BLOOR ST W,0,1,1,1,1,1,1,1,0,0,0,2,0,3,0.5,1,0.5,0,43.6516627404,-79.47480987729999
2190 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6536988883,-79.45086286739999
2190 MCNICOLL AVE,1,3,4,4,2,2,2,2,1,0,2,0,0,5,0.8333333333333334,4,0.20833333333333334,1,43.814766684300004,-79.2949077847
2190 YONGE ST,0,1,3,2,2,2,3,1,2,1,2,2,1,9,1.5,3,0.5,1,43.705346823,-79.398357716
2192 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6537277421,-79.4509265169
2192 GERRARD ST E,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.3333333333333333,1,0.3333333333333333,0,43.6839397873,-79.3014623792
2194 GERRARD ST E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6839543788,-79.3013934426
2195 MIDLAND AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7733660216,-79.27245602720001
2196 BLOOR ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.651579415600004,-79.47546156199999
2196 QUEEN ST E,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0.3333333333333333,1,0.3333333333333333,0,43.672283170600004,-79.2901654113
2197 BLOOR ST W,1,1,1,1,1,0,0,0,2,0,2,1,0,5,0.8333333333333334,1,0.8333333333333334,0,43.6511561433,-79.47512262640001
2197 QUEEN ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.670458204300004,-79.2968365688
2198 DUNDAS ST W,1,1,1,0,0,0,0,0,2,1,0,0,0,3,0.5,1,0.5,0,43.653801483900004,-79.4510888266
2198 QUEEN ST E,0,1,1,1,1,1,1,1,0,0,0,0,2,3,0.5,1,0.5,0,43.672385616899994,-79.289838613
2199 BLOOR ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.651128437,-79.4752386776
2199 MIDLAND AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.77344485890001,-79.2726176273
22 ADELAIDE ST W,0,0,0,0,3,2,2,0,0,0,3,3,0,6,1.0,3,0.3333333333333333,1,43.650510628,-79.379721891
22 BALLIOL ST,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16666666666666666,2,0.08333333333333333,0,43.69790993149999,-79.3955360958
22 CLOSE AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6344400002,-79.4339017768
22 COLLEGE ST,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.661421170699995,-79.3842460563
22 CUMBERLAND ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6710535816,-79.38836439100001
22 DORCHESTER AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.6215315749,-79.5179032233
22 DUNDAS ST E,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.656551434399994,-79.3800966797
22 FORT YORK BLVD,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.63586,-79.40691
22 FRONT ST W,2,2,1,1,1,1,1,0,1,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.6464225033,-79.3781700558
22 LEBOVIC AVE,4,4,4,4,3,3,3,0,0,0,3,0,0,3,0.5,4,0.125,1,43.7222395759,-79.2921134724
22 MELHAM CRT,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,1,0.16666666666666666,0,43.8112686264,-79.2398891927
22 METROPOLITAN RD,1,2,1,1,0,0,1,1,1,0,1,0,1,4,0.6666666666666666,2,0.3333333333333333,0,43.7694017318,-79.3006072588
22 NORTHCOTE AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.643127,-79.42617
22 ORFUS RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7205853782,-79.4581498446
22 SATTERLY RD,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7588141159,-79.5703849383
22 ST CLAIR AVE E,1,1,1,1,1,0,1,0,2,0,0,1,1,4,0.6666666666666666,1,0.6666666666666666,0,43.6885282021,-79.3930134327
22 THE ESPLANADE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.646669425,-79.375056516
220 BAY ST,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.647446781599996,-79.3801175728
220 BETHRIDGE RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7085530958,-79.5905005188
220 BLOOR ST W,2,2,2,2,2,2,2,0,2,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.668722080200006,-79.3964060118
220 COWAN AVE,1,1,2,2,2,2,2,0,1,0,0,0,0,1,0.16666666666666666,2,0.08333333333333333,0,43.6407247064,-79.4332336687
220 DUNCAN MILL RD,0,0,2,2,2,2,2,0,2,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.7622664396,-79.3528072145
220 EGLINTON AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.7083967721,-79.391625027
220 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6617297209,-79.3709527293
220 HUMBERLINE DR,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7358341884,-79.6183673137
220 KING ST W,0,0,2,2,2,2,2,0,2,0,0,0,0,2,0.3333333333333333,2,0.16666666666666666,0,43.64746661979999,-79.3871348388
220 LAIRD DR,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.3333333333333333,1,0.3333333333333333,0,43.7123561633,-79.3645461794
220 NORELCO DR,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.7694500371,-79.5358637691
220 ROYAL YORK RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16666666666666666,1,0.16666666666666666,0,43.612259356,-79.4978695917
220 SORAUREN AVE,1,2,1,1,0,1,1,1,1,0,1,1,0,4,0.6666666666666666,2,0.3333333333333333,0,43.646316800600005,-79.4436850175
220 YONGE ST,13,10,8,8,9,10,10,3,6,2,3,3,8,25,4.166666666666667,13,0.32051282051282054,1,43.653677971,-79.3801129844
2200 BLOOR ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.651552431400006,-79.4755819722
2200 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16666666666666666,1,0.16666666666666666,0,43.653825094700004,-79.4511406042
2200 EGLINTON AVE E,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.3333333333333333,1,0.3333333333333333,0,43.730016008999996,-79.28114089399999
2200 JANE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.7216849901,-79.5105905173
2200 MARKHAM RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.8070217193,-79.2442695341
2200 MARTIN GROVE RD,4,3,3,2,3,3,2,1,0,1,1,0,1,4,0.6666666666666666,4,0.16666666666666666,1,43.75162869729999,-79.5991650712
2200 YONGE ST,2,11,11,11,11,7,7,9,4,0,0,4,2,19,3.1666666666666665,11,0.28787878787878785,1,43.7060410717,-79.3985513194
2201 BRIMLEY RD,1,3,2,2,1,2,3,2,1,0,1,1,1,6,1.0,3,0.3333333333333333,1,43.7899982112,-79.2689778659
